# Time indexes blocks. 
# Columns Headings: 
# x	var0 u	var0 q	var0 sigma	var1 u	var1 q	var1 sigma	var2 u	var2 q	var2 sigma
# t = 0
0.169	1.25884	3.64749	0.493815	1.26056	3.65238	1.81312	1.26056	3.65237	0.824143
0.172	1.26977	3.63484	0.500843	1.27149	3.6397	1.83882	1.27149	3.63979	0.835873
0.175	1.28065	3.62163	0.507706	1.28239	3.62663	1.86426	1.28239	3.6265	0.847325
0.178	1.2915	3.60808	0.514495	1.29325	3.61291	1.88899	1.29325	3.61296	0.858657
0.181	1.3023	3.59409	0.521144	1.30407	3.59889	1.91334	1.30407	3.599	0.869753
0.184	1.31306	3.57957	0.527609	1.31485	3.58455	1.93742	1.31485	3.58435	0.880542
0.187	1.32378	3.56479	0.534033	1.32558	3.56952	1.9606	1.32558	3.56967	0.891264
0.19	1.33445	3.5491	0.540227	1.33626	3.55368	1.98385	1.33626	3.55338	0.901596
0.193	1.34507	3.53381	0.546431	1.3469	3.53809	2.00564	1.3469	3.53862	0.911956
0.196	1.35565	3.5176	0.552304	1.35749	3.52242	2.02792	1.35749	3.52239	0.921757
0.199	1.36618	3.50094	0.558057	1.36804	3.50603	2.04954	1.36804	3.50558	0.931357
0.202	1.37666	3.48419	0.563874	1.37853	3.48846	2.06966	1.37853	3.489	0.941068
0.205	1.38708	3.46669	0.569308	1.38897	3.4714	2.09035	1.38897	3.47138	0.950135
0.208	1.39746	3.44874	0.574545	1.39936	3.45413	2.11061	1.39936	3.45327	0.958873
0.211	1.40778	3.43105	0.580239	1.40969	3.43392	2.1278	1.40969	3.43595	0.968383
0.214	1.41804	3.41178	0.58459	1.41997	3.41818	2.14921	1.41997	3.4161	0.975636
0.217	1.42825	3.39353	0.590167	1.43019	3.39652	2.16432	1.43019	3.39841	0.98495
0.22	1.4384	3.37354	0.594379	1.44035	3.37919	2.18412	1.44035	3.37792	0.991974
0.223	1.44849	3.35397	0.599139	1.45046	3.35866	2.20006	1.45046	3.35846	0.999921
0.226	1.45852	3.3342	0.603862	1.4605	3.33731	2.21486	1.4605	3.33896	1.00781
0.229	1.46849	3.31295	0.607516	1.47049	3.31896	2.23319	1.47049	3.31714	1.0139
0.232	1.4784	3.29252	0.611935	1.48041	3.29684	2.2464	1.48041	3.29709	1.02128
0.235	1.48825	3.26944	0.616494	1.49026	3.27128	2.26188	1.49027	3.27228	1.02886
0.238	1.49803	3.24963	0.619814	1.50007	3.25269	2.27357	1.50006	3.2541	1.03443
0.241	1.50775	3.22774	0.623351	1.50979	3.23089	2.28658	1.50979	3.23236	1.04033
0.244	1.51739	3.20451	0.625983	1.51945	3.21111	2.3024	1.51945	3.20846	1.04472
0.247	1.52697	3.18256	0.629954	1.52905	3.1856	2.31063	1.52905	3.18708	1.05135
0.25	1.53649	3.1594	0.632933	1.53857	3.16254	2.32197	1.53857	3.16384	1.05632
0.253	1.54593	3.13496	0.634769	1.54803	3.14263	2.33679	1.54803	3.13867	1.05938
0.256	1.5553	3.11276	0.63941	1.55742	3.11167	2.3383	1.55741	3.11763	1.06714
0.259	1.5646	3.08692	0.639444	1.56673	3.0961	2.35686	1.56672	3.09049	1.06718
0.262	1.57383	3.06372	0.643475	1.57596	3.06553	2.3582	1.57596	3.06823	1.07392
0.265	1.58298	3.03846	0.645028	1.58513	3.04246	2.36814	1.58513	3.0426	1.07651
0.268	1.59206	3.01287	0.646568	1.59422	3.01845	2.37688	1.59422	3.01668	1.07907
0.271	1.60106	2.98799	0.648867	1.60323	2.99104	2.38041	1.60323	2.99223	1.08292
0.274	1.60998	2.96206	0.650272	1.61217	2.96543	2.38644	1.61217	2.96612	1.08526
0.277	1.61883	2.93542	0.651008	1.62103	2.94135	2.39399	1.62103	2.93916	1.08648
0.28	1.6276	2.90982	0.653018	1.62981	2.91103	2.39301	1.62981	2.91361	1.08984
0.283	1.63629	2.88228	0.653112	1.63851	2.88772	2.4012	1.63851	2.88592	1.08999
0.286	1.64489	2.85553	0.654197	1.64713	2.85961	2.4023	1.64713	2.85941	1.09181
0.289	1.65342	2.82847	0.655125	1.65566	2.83083	2.40248	1.65566	2.83245	1.09336
0.292	1.66186	2.8003	0.654792	1.66412	2.80531	2.40667	1.66412	2.80394	1.0928
0.295	1.67022	2.77251	0.655084	1.67249	2.77682	2.4063	1.67249	2.77621	1.09329
0.298	1.6785	2.74484	0.655797	1.68078	2.746	2.40263	1.68078	2.74885	1.09448
0.301	1.68669	2.71536	0.653842	1.68897	2.7229	2.4084	1.68898	2.71874	1.09121
0.304	1.69479	2.68744	0.655252	1.69709	2.68788	2.39948	1.69709	2.69126	1.09357
0.307	1.70281	2.65797	0.65357	1.70512	2.66211	2.40071	1.70512	2.66156	1.09076
0.31	1.71074	2.62839	0.652447	1.71306	2.63327	2.39853	1.71306	2.63172	1.08888
0.313	1.71858	2.59938	0.652011	1.72091	2.60173	2.39135	1.72091	2.60306	1.08816
0.316	1.72633	2.56946	0.650611	1.72868	2.57222	2.38713	1.72868	2.57309	1.08583
0.319	1.734	2.53872	0.648315	1.73635	2.54417	2.38507	1.73635	2.5418	1.08198
0.322	1.74157	2.50912	0.647414	1.74394	2.51164	2.37488	1.74393	2.51273	1.08049
0.325	1.74905	2.47952	0.644004	1.75141	2.48691	2.37006	1.75143	2.48421	1.07482
0.328	1.75644	2.44732	0.643	1.75883	2.4509	2.36167	1.75882	2.45048	1.07312
0.331	1.76374	2.41692	0.641346	1.76613	2.41812	2.34981	1.76613	2.42055	1.07037
0.334	1.77094	2.3849	0.637821	1.77334	2.38932	2.34476	1.77334	2.38792	1.06447
0.337	1.77805	2.35348	0.63517	1.78046	2.35753	2.33416	1.78046	2.35653	1.06005
0.34	1.78506	2.32233	0.632892	1.78748	2.32392	2.31996	1.78748	2.32573	1.05626
0.343	1.79198	2.29001	0.629219	1.79441	2.29318	2.31054	1.79441	2.29304	1.05012
0.346	1.7988	2.25771	0.625091	1.80124	2.26317	2.30057	1.80124	2.26064	1.04323
0.349	1.80553	2.22603	0.623265	1.80797	2.22572	2.28076	1.80798	2.22924	1.04019
0.352	1.81215	2.19278	0.617804	1.81461	2.19783	2.27331	1.81461	2.19557	1.03107
0.355	1.81868	2.16036	0.614384	1.82115	2.16328	2.25593	1.82115	2.1632	1.02536
0.358	1.82512	2.12782	0.610564	1.82759	2.12937	2.23843	1.82759	2.13089	1.01899
0.361	1.83145	2.09439	0.605498	1.83393	2.09798	2.2249	1.83393	2.09721	1.01053
0.364	1.83768	2.06101	0.600773	1.84018	2.06458	2.2081	1.84018	2.06356	1.00264
0.367	1.84382	2.02826	0.596691	1.84632	2.02957	2.18678	1.84632	2.03137	0.995843
0.37	1.84985	1.99306	0.591005	1.85236	1.99481	2.17202	1.85236	1.99389	0.986302
0.373	1.85578	1.96083	0.586441	1.8583	1.9614	2.14831	1.8583	1.96349	0.97873
0.376	1.86161	1.92708	0.580839	1.86414	1.9283	2.12874	1.86414	1.92999	0.969386
0.379	1.86734	1.89232	0.573878	1.86988	1.89731	2.11331	1.86988	1.89467	0.957756
0.382	1.87297	1.85855	0.568883	1.87551	1.86045	2.08763	1.87551	1.86089	0.949422
0.385	1.87849	1.82475	0.563318	1.88104	1.82537	2.063	1.88104	1.82762	0.940146
0.388	1.88391	1.78952	0.555594	1.88647	1.79425	2.04595	1.88647	1.79174	0.927242
0.391	1.88923	1.75519	0.549912	1.8918	1.75709	2.01866	1.89179	1.75727	0.917758
0.394	1.89445	1.72194	0.544561	1.89701	1.72079	1.98779	1.89702	1.72554	0.908863
0.397	1.89956	1.68443	0.533661	1.90214	1.69348	1.97939	1.90213	1.68538	0.890609
0.4	1.90456	1.65183	0.530329	1.90715	1.6507	1.93727	1.90714	1.65466	0.885097
0.403	1.90946	1.61681	0.522809	1.91205	1.61615	1.91119	1.91206	1.61956	0.872544
0.406	1.91426	1.57993	0.512361	1.91685	1.58692	1.89602	1.91686	1.58101	0.855066
0.409	1.91895	1.54624	0.506778	1.92156	1.54813	1.85889	1.92155	1.54883	0.845789
0.412	1.92354	1.51166	0.500875	1.92614	1.50688	1.82099	1.92615	1.51398	0.835931
0.415	1.92801	1.47544	0.489013	1.93063	1.48939	1.81614	1.93063	1.48169	0.816238
0.418	1.93239	1.44012	0.481774	1.93501	1.44387	1.77247	1.93501	1.44252	0.804058
0.421	1.93665	1.40466	0.474093	1.93928	1.40505	1.73742	1.93928	1.40629	0.791221
0.424	1.94081	1.36929	0.465196	1.94345	1.37096	1.70686	1.94345	1.37141	0.776385
0.427	1.94487	1.33333	0.455701	1.94751	1.33647	1.67698	1.94751	1.33504	0.76053
0.43	1.94882	1.29789	0.447122	1.95146	1.29931	1.64132	1.95146	1.29943	0.746208
0.433	1.95266	1.26276	0.438556	1.95531	1.26288	1.60477	1.95531	1.26493	0.73193
0.436	1.95639	1.22617	0.427521	1.95904	1.22982	1.57641	1.95905	1.22733	0.713488
0.439	1.96002	1.19094	0.419263	1.96268	1.1913	1.53621	1.96267	1.19246	0.699718
0.442	1.96354	1.1553	0.409205	1.9662	1.15651	1.50105	1.9662	1.15702	0.682938
0.445	1.96695	1.11915	0.39861	1.96962	1.12172	1.46705	1.96962	1.12046	0.665246
0.448	1.97025	1.08366	0.388967	1.97293	1.08493	1.42755	1.97292	1.08514	0.649159
0.451	1.97345	1.04809	0.379026	1.97613	1.04847	1.38807	1.97613	1.04975	0.632574
0.454	1.97654	1.0118	0.367702	1.97922	1.01395	1.353	1.97922	1.01291	0.613661
0.457	1.97952	0.976164	0.35702	1.98221	0.978611	1.31386	1.98221	0.977547	0.595843
0.46	1.9824	0.940068	0.347257	1.98508	0.937624	1.26848	1.98509	0.939833	0.579503
0.463	1.98516	0.904417	0.335132	1.98786	0.906511	1.23382	1.98786	0.905348	0.559303
0.466	1.98782	0.86896	0.324291	1.99052	0.8705	1.19142	1.99052	0.870246	0.541221
0.469	1.99038	0.833303	0.313409	1.99308	0.833391	1.14778	1.99308	0.8344	0.523057
0.472	1.99282	0.79749	0.301434	1.99553	0.79891	1.10766	1.99553	0.798609	0.503073
0.475	1.99516	0.76171	0.289576	1.99787	0.763546	1.06574	1.99787	0.762685	0.483279
0.478	1.99739	0.726288	0.278418	2.00011	0.7263	1.01952	2.0001	0.727222	0.464658
0.481	1.99952	0.690794	0.266212	2.00223	0.691767	0.976705	2.00223	0.692016	0.444297
0.484	2.00154	0.654682	0.253326	2.00426	0.656889	0.935394	2.00425	0.655126	0.42277
0.487	2.00345	0.61997	0.242392	2.00617	0.619408	0.884761	2.00617	0.621139	0.404546
0.49	2.00526	0.584226	0.229375	2.00798	0.584844	0.841688	2.00798	0.585009	0.382809
0.493	2.00696	0.548596	0.216271	2.00968	0.550404	0.798008	2.00968	0.54911	0.360934
0.496	2.00855	0.513674	0.204146	2.01128	0.514322	0.748959	2.01127	0.514518	0.340709
0.499	2.01004	0.478555	0.191719	2.01276	0.477948	0.699931	2.01276	0.479237	0.319966
0.502	2.01142	0.443208	0.17794	2.01415	0.444652	0.655836	2.01415	0.44385	0.296971
0.505	2.0127	0.407814	0.164182	2.01543	0.408227	0.606787	2.01543	0.406904	0.273963
0.508	2.01387	0.373505	0.152592	2.0166	0.372382	0.554963	2.0166	0.374056	0.254666
0.511	2.01494	0.338433	0.138362	2.01767	0.33945	0.509641	2.01767	0.338944	0.230918
0.514	2.0159	0.303492	0.124594	2.01864	0.304818	0.461166	2.01863	0.303653	0.207931
0.517	2.01676	0.269308	0.111856	2.0195	0.26886	0.407538	2.01949	0.269842	0.186684
0.52	2.01752	0.234766	0.0980874	2.02025	0.234332	0.357313	2.02025	0.235216	0.163705
0.523	2.01817	0.199866	0.0831584	2.0209	0.201579	0.311018	2.02091	0.199815	0.138775
0.526	2.01872	0.166177	0.0699588	2.02146	0.166466	0.256147	2.02145	0.166702	0.116766
0.529	2.01916	0.13189	0.0566083	2.0219	0.130307	0.202323	2.0219	0.131982	0.0944722
0.532	2.01951	0.0976376	0.0411442	2.02225	0.0990486	0.155391	2.02225	0.0977417	0.0686659
0.535	2.01975	0.0638168	0.0271716	2.02249	0.06436	0.101615	2.02249	0.0638004	0.0453441
0.538	2.01989	0.0303753	0.0134877	2.02263	0.0293543	0.0457444	2.02263	0.0304855	0.0225125
0.541	2.01993	-0.00324846	-0.0013008	2.02267	-0.00346387	-0.00599736	2.02267	-0.00309559	-0.00216557
0.544	2.01987	-0.0370773	-0.0166072	2.02261	-0.0360357	-0.0563877	2.02261	-0.0374006	-0.0277254
0.547	2.01971	-0.0699884	-0.0306983	2.02245	-0.0699554	-0.112691	2.02245	-0.0699572	-0.0512289
0.55	2.01945	-0.102177	-0.0451822	2.02219	-0.101311	-0.168134	2.02219	-0.100588	-0.0753462
0.553	2.01909	-0.136325	-0.0607434	2.02183	-0.135706	-0.219436	2.02183	-0.136756	-0.101385
0.556	2.01863	-0.168793	-0.0751993	2.02137	-0.168922	-0.27615	2.02137	-0.168906	-0.125498
0.559	2.01808	-0.201359	-0.0898451	2.02082	-0.202485	-0.332765	2.02082	-0.201656	-0.149946
0.562	2.01743	-0.233863	-0.105407	2.02016	-0.233865	-0.385993	2.02016	-0.234154	-0.175915
0.565	2.01668	-0.266173	-0.120753	2.01941	-0.265833	-0.440733	2.01941	-0.266584	-0.20153
0.568	2.01583	-0.298048	-0.13535	2.01857	-0.299154	-0.499256	2.01856	-0.298503	-0.225891
0.571	2.01489	-0.329764	-0.150671	2.01762	-0.330462	-0.554986	2.01762	-0.329956	-0.25145
0.574	2.01385	-0.361908	-0.166983	2.01658	-0.361185	-0.607498	2.01658	-0.362768	-0.278696
0.577	2.01272	-0.392786	-0.181233	2.01545	-0.394035	-0.66876	2.01545	-0.393097	-0.302457
0.58	2.01149	-0.424096	-0.196725	2.01422	-0.425456	-0.725383	2.01422	-0.424601	-0.328317
0.583	2.01017	-0.455426	-0.213023	2.0129	-0.455302	-0.778871	2.0129	-0.456209	-0.355527
0.586	2.00876	-0.486118	-0.22852	2.01149	-0.485974	-0.836186	2.01149	-0.486756	-0.381382
0.589	2.00726	-0.516467	-0.243219	2.00998	-0.518324	-0.897373	2.00998	-0.517132	-0.405913
0.592	2.00566	-0.546801	-0.25908	2.00838	-0.548048	-0.953791	2.00838	-0.547351	-0.432379
0.595	2.00398	-0.577999	-0.276088	2.0067	-0.578424	-1.00673	2.00669	-0.580355	-0.460829
0.598	2.0022	-0.606926	-0.290401	2.00492	-0.608578	-1.06923	2.00491	-0.607776	-0.48466
0.601	2.00033	-0.636349	-0.305797	2.00305	-0.638477	-1.12851	2.00305	-0.636935	-0.510343
0.604	1.99838	-0.666276	-0.322717	2.00109	-0.66647	-1.1815	2.00109	-0.667384	-0.538599
0.607	1.99634	-0.695432	-0.338641	1.99905	-0.695247	-1.23879	1.99905	-0.696463	-0.565171
0.61	1.99421	-0.724	-0.353425	1.99692	-0.725796	-1.30126	1.99691	-0.724839	-0.589835
0.613	1.99199	-0.75268	-0.369073	1.99469	-0.754984	-1.36018	1.9947	-0.753654	-0.615954
0.616	1.98969	-0.781402	-0.386441	1.99239	-0.780664	-1.41213	1.99239	-0.782421	-0.64494
0.619	1.98731	-0.809708	-0.401613	1.99	-0.810491	-1.47223	1.99	-0.811107	-0.670276
0.622	1.98484	-0.836979	-0.416293	1.98753	-0.839709	-1.53584	1.98753	-0.837798	-0.694751
0.625	1.98228	-0.865022	-0.433168	1.98497	-0.866058	-1.58973	1.98497	-0.866241	-0.722928
0.628	1.97965	-0.892612	-0.449631	1.98233	-0.892587	-1.64526	1.98233	-0.894036	-0.75041
0.631	1.97693	-0.919353	-0.464634	1.97961	-0.920725	-1.70693	1.97961	-0.920474	-0.775436
0.634	1.97413	-0.946054	-0.479878	1.97681	-0.948723	-1.7677	1.97681	-0.947259	-0.800879
0.637	1.97125	-0.972816	-0.496679	1.97392	-0.973569	-1.82162	1.97393	-0.974077	-0.828918
0.64	1.96829	-0.999591	-0.513418	1.97097	-1.00046	-1.8784	1.97096	-1.00218	-0.856906
0.643	1.96526	-1.02489	-0.527333	1.96792	-1.02752	-1.94129	1.96792	-1.02624	-0.88008
0.646	1.96214	-1.05058	-0.543449	1.9648	-1.05243	-1.99767	1.96481	-1.05184	-0.90697
0.649	1.95895	-1.07634	-0.560037	1.96161	-1.07691	-2.05182	1.96161	-1.07801	-0.93467
0.652	1.95569	-1.10124	-0.575352	1.95834	-1.10236	-2.11098	1.95834	-1.10273	-0.960221
0.655	1.95235	-1.12582	-0.590286	1.95499	-1.12825	-2.17162	1.95499	-1.12719	-0.985139
0.658	1.94893	-1.1505	-0.606307	1.95157	-1.15242	-2.22737	1.95158	-1.15212	-1.01189
0.661	1.94544	-1.17474	-0.622788	1.94808	-1.17492	-2.2812	1.94808	-1.17624	-1.03938
0.664	1.94188	-1.19875	-0.63743	1.94452	-1.20068	-2.34079	1.94452	-1.20059	-1.06383
0.667	1.93825	-1.22194	-0.652382	1.94088	-1.22462	-2.40048	1.94088	-1.22337	-1.08877
0.67	1.93455	-1.24553	-0.668681	1.93717	-1.24687	-2.45348	1.93718	-1.24727	-1.11598
0.673	1.93078	-1.2686	-0.684342	1.9334	-1.26952	-2.50869	1.9334	-1.27047	-1.14212
0.676	1.92694	-1.29095	-0.698941	1.92956	-1.29296	-2.56787	1.92955	-1.29258	-1.16648
0.679	1.92303	-1.31325	-0.713902	1.92564	-1.31593	-2.62518	1.92564	-1.31499	-1.19145
0.682	1.91906	-1.33542	-0.729863	1.92166	-1.3367	-2.67762	1.92166	-1.33721	-1.21809
0.685	1.91502	-1.35744	-0.745509	1.91762	-1.35911	-2.7328	1.91762	-1.36018	-1.24424
0.688	1.91092	-1.37832	-0.75924	1.91351	-1.38103	-2.79131	1.91351	-1.38017	-1.26712
0.691	1.90675	-1.39935	-0.774441	1.90934	-1.40154	-2.84522	1.90934	-1.40113	-1.29248
0.694	1.90252	-1.4203	-0.789929	1.9051	-1.42166	-2.89724	1.9051	-1.42238	-1.31834
0.697	1.89823	-1.44054	-0.804497	1.90081	-1.44215	-2.95238	1.90081	-1.44249	-1.34265
0.7	1.89388	-1.46042	-0.818648	1.89645	-1.46298	-3.00869	1.89645	-1.46231	-1.36626
0.703	1.88947	-1.48021	-0.833428	1.89203	-1.48261	-3.06163	1.89203	-1.48225	-1.39093
0.706	1.885	-1.49961	-0.848633	1.88755	-1.50072	-3.1122	1.88756	-1.50155	-1.4163
0.709	1.88047	-1.51879	-0.862625	1.88302	-1.5208	-3.1661	1.88302	-1.52107	-1.43967
0.712	1.87589	-1.53711	-0.876323	1.87843	-1.53992	-3.22156	1.87843	-1.539	-1.46251
0.715	1.87125	-1.55563	-0.890986	1.87378	-1.55783	-3.27175	1.87379	-1.55775	-1.48699
0.718	1.86655	-1.57377	-0.905535	1.86909	-1.57529	-3.32151	1.86909	-1.57603	-1.51128
0.721	1.86181	-1.59126	-0.919178	1.86433	-1.59319	-3.37417	1.86433	-1.59335	-1.53404
0.724	1.85701	-1.60848	-0.93252	1.85953	-1.6114	-3.42732	1.85953	-1.61064	-1.55631
0.727	1.85215	-1.62545	-0.946575	1.85467	-1.62775	-3.47643	1.85467	-1.62754	-1.57976
0.73	1.84725	-1.64271	-0.960917	1.84976	-1.64503	-3.52392	1.84976	-1.646	-1.60375
0.733	1.8423	-1.6584	-0.973734	1.8448	-1.6608	-3.57563	1.8448	-1.66071	-1.6251
0.736	1.8373	-1.67406	-0.986535	1.8398	-1.6772	-3.62706	1.8398	-1.67613	-1.64645
0.739	1.83226	-1.68986	-1.0004	1.83474	-1.69218	-3.67295	1.83474	-1.69222	-1.6696
0.742	1.82716	-1.70515	-1.01405	1.82964	-1.70652	-3.71857	1.82964	-1.70753	-1.69238
0.745	1.82203	-1.71984	-1.02647	1.8245	-1.72205	-3.76833	1.8245	-1.72215	-1.7131
0.748	1.81685	-1.73415	-1.03851	1.81931	-1.73764	-3.81867	1.81931	-1.73643	-1.7332
0.751	1.81162	-1.74841	-1.05185	1.81408	-1.75064	-3.8619	1.81408	-1.75066	-1.75546
0.754	1.80636	-1.76251	-1.06548	1.80881	-1.76342	-3.90376	1.80881	-1.76521	-1.77823
0.757	1.80105	-1.77542	-1.07633	1.80349	-1.77838	-3.95526	1.80349	-1.77766	-1.79632
0.76	1.7957	-1.78838	-1.08805	1.79814	-1.79219	-4.0022	1.79814	-1.79065	-1.81587
0.763	1.79032	-1.80142	-1.10133	1.79274	-1.80342	-4.04121	1.79275	-1.80395	-1.83805
0.766	1.7849	-1.81387	-1.11389	1.78732	-1.81478	-4.08193	1.78732	-1.81643	-1.859
0.769	1.77944	-1.82555	-1.12434	1.78185	-1.82849	-4.13035	1.78185	-1.82804	-1.87645
0.772	1.77394	-1.83684	-1.13497	1.77635	-1.84102	-4.17665	1.77635	-1.83905	-1.89417
0.775	1.76841	-1.84788	-1.14934	1.77081	-1.84726	-4.20943	1.77081	-1.8494	-1.91811
0.778	1.76285	-1.85958	-1.15987	1.76525	-1.8606	-4.25026	1.76524	-1.86234	-1.93576
0.781	1.75726	-1.86943	-1.16866	1.75964	-1.8736	-4.30026	1.75964	-1.87166	-1.95039
0.784	1.75163	-1.8797	-1.17968	1.75401	-1.8838	-4.33952	1.75401	-1.88213	-1.9688
0.787	1.74598	-1.88999	-1.19244	1.74835	-1.89099	-4.36989	1.74835	-1.89269	-1.99011
0.79	1.7403	-1.89946	-1.20309	1.74266	-1.90026	-4.40767	1.74266	-1.90222	-2.00788
0.793	1.73458	-1.90794	-1.21105	1.73694	-1.91223	-4.45553	1.73694	-1.9104	-2.02115
0.796	1.72885	-1.91667	-1.22082	1.73119	-1.92111	-4.49277	1.73119	-1.91902	-2.03746
0.799	1.72308	-1.92563	-1.23453	1.72542	-1.92533	-4.51653	1.72542	-1.92861	-2.06036
0.802	1.71729	-1.93323	-1.24243	1.71963	-1.93518	-4.55852	1.71962	-1.93582	-2.07353
0.805	1.71148	-1.9403	-1.24971	1.71381	-1.94556	-4.60326	1.71381	-1.9426	-2.08566
0.808	1.70565	-1.94791	-1.26039	1.70796	-1.95134	-4.63199	1.70797	-1.95048	-2.10349
0.811	1.6998	-1.95534	-1.27184	1.7021	-1.95542	-4.65567	1.7021	-1.95822	-2.12263
0.814	1.69392	-1.96167	-1.27978	1.69623	-1.96328	-4.69263	1.69622	-1.96452	-2.13588
0.817	1.68803	-1.9671	-1.28577	1.69032	-1.9724	-4.73615	1.69032	-1.96938	-2.14584
0.82	1.68212	-1.9743	-1.29448	1.6844	-1.97968	-4.76099	1.6844	-1.97812	-2.16046
0.823	1.67619	-1.97929	-1.30659	1.67846	-1.97935	-4.78216	1.67846	-1.98233	-2.18062
0.826	1.67024	-1.98375	-1.31239	1.67252	-1.98684	-4.82138	1.67251	-1.98629	-2.19029
0.829	1.66429	-1.9882	-1.31894	1.66654	-1.99328	-4.85622	1.66655	-1.99065	-2.2012
0.832	1.65831	-1.99298	-1.3284	1.66056	-1.99555	-4.87689	1.66057	-1.99566	-2.21701
0.835	1.65233	-1.9974	-1.33748	1.65457	-1.99777	-4.89734	1.65457	-2.00036	-2.23218
0.838	1.64633	-2.00071	-1.34321	1.64857	-2.00322	-4.93022	1.64857	-2.00352	-2.24174
0.841	1.64032	-2.00352	-1.34815	1.64255	-2.00861	-4.96415	1.64255	-2.00588	-2.24994
0.844	1.63431	-2.00684	-1.35724	1.63652	-2.00926	-4.98157	1.63653	-2.0096	-2.26514
0.847	1.62828	-2.00972	-1.36467	1.6305	-2.01076	-5.00096	1.63049	-2.01259	-2.27754
0.85	1.62225	-2.01165	-1.36971	1.62446	-2.01449	-5.02981	1.62445	-2.01435	-2.28596
0.853	1.61621	-2.01332	-1.37487	1.61841	-2.01747	-5.05642	1.61841	-2.01588	-2.29455
0.856	1.61017	-2.01503	-1.38161	1.61236	-2.01799	-5.07451	1.61236	-2.01767	-2.30581
0.859	1.60412	-2.01656	-1.38853	1.6063	-2.01793	-5.08992	1.6063	-2.01948	-2.31737
0.862	1.59807	-2.01722	-1.39341	1.60025	-2.01925	-5.11216	1.60024	-2.01998	-2.32551
0.865	1.59202	-2.01736	-1.39737	1.59418	-2.0217	-5.13867	1.59418	-2.02021	-2.33212
0.868	1.58597	-2.01768	-1.40247	1.58812	-2.02119	-5.15392	1.58812	-2.02036	-2.34062
0.871	1.57992	-2.01786	-1.4089	1.58206	-2.01907	-5.164	1.58206	-2.02074	-2.35137
0.874	1.57386	-2.01725	-1.413	1.576	-2.01901	-5.18202	1.576	-2.02012	-2.35821
0.877	1.56781	-2.01596	-1.41555	1.56994	-2.01987	-5.20476	1.56994	-2.01851	-2.36245
0.88	1.56177	-2.01472	-1.41946	1.56389	-2.01876	-5.21998	1.56389	-2.01725	-2.36896
0.883	1.55572	-2.01364	-1.42508	1.55783	-2.01531	-5.22588	1.55784	-2.01651	-2.37837
0.886	1.54969	-2.01166	-1.42916	1.55179	-2.01264	-5.23759	1.55179	-2.01441	-2.38518
0.889	1.54365	-2.00925	-1.42958	1.54575	-2.01366	-5.25858	1.54575	-2.01191	-2.38586
0.892	1.53763	-2.00663	-1.43318	1.53972	-2.01037	-5.26869	1.53972	-2.00919	-2.39187
0.895	1.53161	-2.0042	-1.43777	1.53369	-2.00565	-5.27113	1.5337	-2.00707	-2.39955
0.898	1.52561	-2.00098	-1.44024	1.52768	-2.00249	-5.28056	1.52768	-2.00383	-2.40368
0.901	1.51961	-1.99707	-1.44089	1.52168	-2.00059	-5.2958	1.52167	-1.99963	-2.40473
0.904	1.51362	-1.99314	-1.44245	1.51568	-1.99728	-5.30529	1.51568	-1.99566	-2.40735
0.907	1.50765	-1.98932	-1.44581	1.5097	-1.99143	-5.30517	1.5097	-1.99203	-2.41295
0.91	1.50169	-1.98502	-1.44779	1.50373	-1.98613	-5.30704	1.50373	-1.98767	-2.41626
0.913	1.49574	-1.97993	-1.44791	1.49778	-1.9829	-5.31792	1.49777	-1.98259	-2.41646
0.916	1.48981	-1.9746	-1.44804	1.49183	-1.97861	-5.3255	1.49183	-1.97706	-2.41667
0.919	1.48389	-1.96943	-1.44979	1.48591	-1.97226	-5.32414	1.48591	-1.97209	-2.4196
0.922	1.47799	-1.96395	-1.45145	1.48	-1.96529	-5.321	1.48	-1.96673	-2.42238
0.925	1.47211	-1.9578	-1.45115	1.47411	-1.95981	-5.32408	1.47411	-1.96051	-2.42188
0.928	1.46625	-1.95113	-1.44962	1.46824	-1.95504	-5.33057	1.46824	-1.95363	-2.41931
0.931	1.4604	-1.94464	-1.44945	1.46238	-1.94824	-5.32805	1.46239	-1.94718	-2.41902
0.934	1.45458	-1.93798	-1.45151	1.45655	-1.93877	-5.31785	1.45656	-1.94077	-2.42248
0.937	1.44878	-1.93061	-1.4496	1.45075	-1.93257	-5.31847	1.45074	-1.93325	-2.4193
0.94	1.443	-1.92271	-1.44682	1.44496	-1.9268	-5.32214	1.44496	-1.9251	-2.41464
0.943	1.43724	-1.91501	-1.44599	1.43919	-1.91856	-5.31553	1.43919	-1.91748	-2.41325
0.946	1.43151	-1.90727	-1.44619	1.43345	-1.90868	-5.30242	1.43345	-1.90996	-2.41359
0.949	1.4258	-1.89893	-1.44455	1.42774	-1.90015	-5.29496	1.42773	-1.90167	-2.41087
0.952	1.42011	-1.88985	-1.4407	1.42205	-1.89316	-5.29489	1.42204	-1.89229	-2.40443
0.955	1.41446	-1.881	-1.43751	1.41638	-1.88546	-5.28881	1.41638	-1.88364	-2.39911
0.958	1.40883	-1.87187	-1.43688	1.41074	-1.87397	-5.27292	1.41074	-1.87444	-2.39805
0.961	1.40323	-1.86249	-1.4347	1.40514	-1.86377	-5.25959	1.40513	-1.86513	-2.39442
0.964	1.39765	-1.8525	-1.43062	1.39956	-1.85495	-5.25245	1.39955	-1.85499	-2.38761
